institution,city,address,course,district,telephone,email
איחוד,אשקלון,"הסתדרות 04, אשקלון",נהיגת רכב משא כבד-עיוני 444,באר שבע והדרום,523231326,ihud.college@gmail.com
איחוד,אשקלון,"הסתדרות 04, אשקלון",נהיגת רכב ציבורי-עיוני 445,באר שבע והדרום,523231326,ihud.college@gmail.com
איחוד,אשקלון,"הסתדרות 04, אשקלון",עדכון טכנולוגי לקציני בטיחות בתעבורה-2021 מגמה 468,באר שבע והדרום,523231326,ihud.college@gmail.com
איחוד,אשקלון,"הסתדרות 04, אשקלון",קציני בטיחות בתעבורה,באר שבע והדרום,523231326,ihud.college@gmail.com
איחוד,אשקלון,"הסתדרות 04, אשקלון",קציני בטיחות בתעבורה- 415,באר שבע והדרום,523231326,ihud.college@gmail.com
איחוד - בית ספר לנהיגה,רמת גן,דרך בן גוריון 952,נהיגה מעשית על רכב משאc1 ומעלה,תל אביב והמרכז,35731168,ihudd@013net.net
איחוד דרייב,ערד,התעשיה 5,נהיגה מעשית על אוטובוס,באר שבע והדרום,,
איחוד דרייב,ערד,התעשיה 5,נהיגה מעשית על גורר תומך,באר שבע והדרום,,
איחוד דרייב,ערד,התעשיה 5,נהיגה מעשית על רכב משאc1 ומעלה,באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,Data Science& Data Analysis,באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,Site Reliability Engineering Course 2000,באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,בדיקות תוכנה QA- הסמכת  3495)   ITCB),באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,בוחן רישוי רכב(1250),באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,ייעוץ שירות ומכירה במרכזי שירות רכב(2361),באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,מבוא למגמה אוטוטק/אוטוטרוניקה מתקדמת(2370),באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,מינהל מקצועי - תיקון והחלפת צמיגים(2243),באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,"מכינה מערכות רכב (טרום קורס קצב""ת)",באר שבע והדרום,,
איי טי המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77 באר שבע,תכנות ופיתוח אפליקציות 3381) WEB/WINDOWS),באר שבע והדרום,,
"איי. אל. די  בע""מ",אור יהודה,החרושת 23,ניהול סחר גלובלי מקוון,תל אביב והמרכז,,
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,Data Science& Data Analysis,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,Data science,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,Devops - Continuous Delivery,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,Site Reliability Engineering Course 2000,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,data analyst,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,אבטחת מידע וסייבר Cyber Pro,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,בדיקות תוכנה QA - הסמכת ITCB-מגמה 3495,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,בדיקות תוכנה QA- הסמכת  3495)   ITCB),תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,בדיקות תוכנה- בסיסי 3512,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,יישום-פיתוח והטמעה מערכות בינה עסקית BI,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,מפתח FRONT END - מגמה 3493,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,מפתח Python,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,מפתח ווב מתקדם 3522,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניהול ושיווק מדיה חברתית מגמה 8150,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניהול מסחר אלקטרוני  מגמה 8158,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניהול רשתות תקשורת - CCNA מגמה 3476,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניהול רשתות תקשורת ותשתיות ענן MCSA מגמה 3467,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניתוח מערכות,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,ניתוח מערכות מידע Business Analysis,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,פיתוח אפליקציות בסביבת  Android/Web מגמה 3490,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,פיתוח אתרי אינטרנט התמחות Wordprees מגמה 3475,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,פיתוח מעשי  FULL STACK בטכני  JAVA מגמה 3458,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,פיתוח משחקים ביוניטי (3523),תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,קידום אתרים ארגוני SEO מגמה 3488,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,תחזוקת מחשבים אישיים ורשתות תקשורת MCSA מגמה 3420,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,תכנות בשפת JAVA - מגמה 3360,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,תכנות בשפת java מגמה 3360,תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי המוסד לטכנולוגיה וחדשנות בע""מ",תל אביב - יפו,שביל המרץ 2,תכנות ופיתוח אפליקציות 3381) WEB/WINDOWS),תל אביב והמרכז,033723460-73,inbal.m@int-college.co.il
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,CISCO  ניהול תשתיות תקשורת מגמה 6518,תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,אבטחת מידע - התמחות סיסקו ופורטינט (3713),תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,הסמכה  מגמה 6511,תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,יסודות טכנולוגיית המידע (3712),תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,מבואות סייבר ניהול רשתות מגמה 6557,תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו בע""מ",פתח תקוה,מוטה גור 5,מכינה למקצועות הייטק (3718),תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,CISCO  ניהול תשתיות תקשורת מגמה 6518,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,CISCO Dev Net - מגמה 3505,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,CISCO Dev Net מגמה 3505,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,Certified Network Defender מגמה 3590,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,Cyber Security מגמה 3591,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,Enterprise networkung specialist,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,SOC Analyst מגמה 3594,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת  מידע התמחות וסיסקו ופורטינט,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת מידע - התמחות סיסקו ופורטינט (3713),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת מידע וסייבר - מגמה 3714,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת מידע וסייבר Cyber Pro מגמה 3705,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת מידע סייבר התמחות Ethical Hacking מגמה 6514,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אבטחת מידע(מוסמכי CHECK POINT - ו CISCO),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,אנליסט SOC מגמה 6542,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,בדיקות תוכנה QA התמחות QB סמל 3403,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,בדיקות תוכנה QA והסמכת ITCB  (מגמה 3495),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,בדיקות תוכנה- בסיסי 3512,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,הגנה בסייבר למערכות OT  מגמה 3527,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,הסמכה  מגמה 6511,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,יסודות בתכנות פייטון,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,יסודות טכנולוגיית המידע,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,יסודות טכנולוגיית המידע (3712),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,לינוקס אבטחת מידע וסייבר מגמה 6548,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,"מבוא לעולם הסייבר (עבור לוחמי צה""ל)",תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מבוא לעולם הסייבר עבור לוחמי צהל - מגמה 4018,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מבואות סייבר ניהול רשתות מגמה 6557,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מיישם הגנת סייבר מגמה 3463,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מיישם הגנת סייבר- רשתות תקשורת מגמה 3479,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מכינה למקצועות הייטק (3718),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,מפתח Python מגמה 3707,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,ניהול רשתות תקשורת - CCNA מגמה 3476,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,ניהול רשתות תקשורת ותשתיות ענן- מגמה 3513,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,ניהול שרתי לינוקס מגמה 6521,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,ניהול תשתיות וענן היברידי מגמה 3515,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,סייבר PT ורשתות תקשורת מגמה 6531,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,פיתוח FULLSTACK בטכנולוגיתPHP סמל 3473,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,רשתות  CISCO  להסמכת CCNA מגמה 3702,תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,תמיכה טכנית בסביבה אירגונית 3453) HELP DESK),תל אביב והמרכז,33723310,info@itqcollege.com
"איי. טי. קיו. בע""מ- סניף בני ברק",בני ברק,ז'בוטינסקי 9,תמיכה תפעולית HELP DESK - מגמה 3496,תל אביב והמרכז,33723310,info@itqcollege.com
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,ארטדיירקטור,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,ארטדיירקשן,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,ארטדיירקשן (5119),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,גרפיקה עם התמחות בפרסום,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,גרפיקה פרסומית,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,יחסי ציבור ודוברות,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,יחסי ציבור ודוברות,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,יסודות בעריכת סרטים (5117),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,מאסטר בשיווק דיגיטלי (5148),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,מבוא לרעיונאות (קופירייטינג),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,מבוא לרעיונאות (קופירייטינג) (5114),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,מפיקי פרסומות טלויזיה ופרומואים,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,מפיקי פרסומות טלויזיה ופרומואים,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,ניהול הפרסום קופירייטינג ושיווק,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,ניהול הפרסום- קופירייטינג ושיווק,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,פרסום מקוון,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,פרסום שיווק ומכירות,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,פרסום שיווק ומכירות,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,קופירייטינג (רעיונאי) לפרסום,תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,קריאייטיב דיגיטלי (5112) (UIUX),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,קריאייטיב דיגיטלי (UI UX),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
איי.אי. סי מרכז הפרסום הישראלי-הבצפר,תל אביב - יפו,נמל תל-אביב 1,רעיונאות (קופיריטינג),תל אביב והמרכז,03-5441155,info@habetzefer.co.il
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",גמולוגיה ליהלומים,תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",גמולוגיה של אבני חן,תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",גמולוגיה של אבני חן (5133),תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",מיון והערכת יהלומים מלוטשים,תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",תיעוד יהלומים,תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.גי.אל. - איי.איי.ג'י. מכללה ומעבדות  בע""מ",רמת גן,"תובל 12, בורסת יהלומים, ר""ג",תיעוד יהלומים (5132),תל אביב והמרכז,35757545,shira@igl-labs.com
"איי.די גייט טק בע""מ (מכללת workun)",ירושלים,פייר קניג 03,פיתוח FULLSTACK בטכנולוגיתPHP סמל 3473,מחוז ירושלים,26770077,aviad@workin.co.il
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,CCNA Routing and Switching,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,בדיקות תוכנה QA התמחות ISTQB,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,גרפיקה ממוחשבת (501),באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,הדרכה והטמעת מערכות ERP -SAP,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,ניהול רשתות תקשורת  (MCSA) 3419,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,ניהול רשתות תקשורת MCSA,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,פיתוח אפליקציות מובייל בסביבת Android/Web,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,קידום אתרים SEO,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,תחזוקה ותמיכה במחשבים אישיים MCSA מגמה 3441,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,תחזוקת מחשבים אישיים ורשתות תקשורת MCSA מגמה 3420,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,תכנות בשפת java מגמה 3360,באר שבע והדרום,,
איי.טי. המוסד לטכנולוגיה וחדשנות,באר שבע,האנרגיה 77,תכנות ופיתוח אפליקציות  Web/Win,באר שבע והדרום,,
"איי.טי.קיו. בע""מ-סניף פתח-תקוה",פתח תקוה,מוטה גור 5,אבטחת מידע התמחות סיסקו ופורטינט,תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי.טי.קיו. בע""מ-סניף פתח-תקוה",פתח תקוה,מוטה גור 5,יסודות בתכנות פייטון,תל אביב והמרכז,052-8950444,sharon@itqco.com
"איי.טי.קיו. בע""מ-סניף פתח-תקוה",פתח תקוה,מוטה גור 5,יסודות טכנולוגיית המידע,תל אביב והמרכז,052-8950444,sharon@itqco.com
אייל קורן - בית ספר לנהיגה,ירושלים,ויצו 2 בית שמש,נהיגה מעשית על רכב משאc1 ומעלה,מחוז ירושלים,02-5701292,eyalkoren57@gmail.com
איילה זהר דיאמנט,אילת,במלון שלום פלג'ה  6101 אילת,1 קוסמטיקה סוג,באר שבע והדרום,,
איילה זהר דיאמנט,אילת,במלון שלום פלג'ה  6101 אילת,איפור מקצועי,באר שבע והדרום,,
איילה זהר דיאמנט,אילת,במלון שלום פלג'ה  6101 אילת,ספרות נשים,באר שבע והדרום,,
איילון-בית ספר לנהיגה,רמלה,ויצמן 01 מרכז מסחרי,נהיגה מעשית על רכב משא 03 ומעלה,תל אביב והמרכז,,
איילון-בית ספר לנהיגה,רמלה,ויצמן 01 מרכז מסחרי,נהיגה מעשית על רכב משאc1 ומעלה,תל אביב והמרכז,,
איילת גיא-בריכת קיבוץ מזרע,מזרע,21391,מצילי בריכה,חיפה והצפון,,
איילת גיא.-בריכת ניר דוד,ניר דוד(תל עמל),,מצילי בריכה,חיפה והצפון,,
איילת השחר,כרמיאל,רח' חן 22,איפור אומנותי,חיפה והצפון,,
איילת השחר,כרמיאל,רח' חן 22,איפור מקצועי,חיפה והצפון,,
"אייפליי פ.ר.ו בע""מ",ראשון לציון,שדרות מרילנד 5,קורס טייס לרשיון פרטי,תל אביב והמרכז,36355530,info@ifly.co.il
"אייר פרדייב בע""מ",הבונים,חוף מושב הבונים,מקפלי מצנחים,חיפה והצפון,,
"אייר פרדייב בע""מ",הבונים,חוף מושב הבונים,מקפלי מצנחים,חיפה והצפון,,
"איל מקיאג' ביוטי איי אל   בע""מ",תל אביב - יפו,"החרש 8, תל אביב",איפור אומנותי,תל אביב והמרכז,35420200,hagit.k@ilmakiage.co.il
"איל מקיאג' ביוטי איי אל   בע""מ",תל אביב - יפו,"החרש 8, תל אביב",איפור יופי מקצועי,תל אביב והמרכז,35420200,hagit.k@ilmakiage.co.il
"איל מקיאג' ביוטי איי אל   בע""מ",תל אביב - יפו,"החרש 8, תל אביב",איפור יופי מקצועי 635,תל אביב והמרכז,35420200,hagit.k@ilmakiage.co.il
"איל מקיאג' ביוטי איי אל   בע""מ",תל אביב - יפו,"החרש 8, תל אביב",איפור מקצועי,תל אביב והמרכז,35420200,hagit.k@ilmakiage.co.il
"איל מקיאג' ביוטי איי אל   בע""מ",תל אביב - יפו,"החרש 8, תל אביב",איפור מקצועי,תל אביב והמרכז,35420200,hagit.k@ilmakiage.co.il
אילנסקול,תל אביב - יפו,אחד העם 41,מלצרות מסעדות בתי קפה,תל אביב והמרכז,,
אילת ש.נ.ת,אילת,קניו העיר 42,נהיגה מעשית על אוטובוס,באר שבע והדרום,,
אילת ש.נ.ת,אילת,קניו העיר 42,נהיגה מעשית על רכב משאc1 ומעלה,באר שבע והדרום,,
אימפרווייט דה פיוצר בעמ,תל אביב - יפו,קלאוזנר 51,python,תל אביב והמרכז,503034711,ronit@improvate.net
